Age,Handsome,Height,Body Fat%,Crazy on work,Attitude,Wage,Temper,Responsibility,Have a cat,Ma bao,Have a car,Have a house,Have a rich dad,Jai Jai,Label
25,5,173,10,0,1,76494,2,0,0,1,0,1,1,0,0
22,5,160,26,0,0,39194,1,1,0,1,1,0,0,0,0
28,4,189,12,1,0,77203,0,0,1,0,0,0,1,1,0
24,3,184,29,0,0,60449,3,1,0,1,0,1,1,0,0
27,2,188,12,0,1,109537,0,1,1,1,1,1,1,0,0
29,5,181,33,1,0,108458,3,1,1,0,0,0,1,1,0
22,5,179,28,1,1,103982,4,0,1,1,0,0,1,1,0
25,2,161,14,0,0,33802,5,1,0,1,1,0,1,1,0
23,5,168,25,0,0,133799,3,0,0,1,1,1,1,1,0
30,4,173,35,1,1,65151,2,0,1,0,0,0,0,0,0
22,1,175,25,0,1,137041,1,0,1,1,1,1,1,1,0
25,5,160,17,0,1,69698,1,0,1,1,1,0,1,1,0
28,3,182,32,1,1,134844,3,0,0,0,1,0,0,0,1
30,2,181,34,1,0,31222,2,1,0,0,0,0,0,0,0
27,2,166,24,0,0,128785,0,0,0,1,1,1,1,1,0
25,1,165,28,0,1,91754,4,1,1,1,0,1,0,1,0
27,1,179,19,1,1,134205,1,0,1,0,1,1,0,1,1
30,5,161,26,0,1,122088,5,1,1,0,0,0,0,1,1
26,3,173,15,0,0,140340,4,1,1,1,0,1,1,1,0
23,0,167,18,1,1,69834,4,0,1,1,1,0,1,1,0
28,1,177,27,0,0,78962,0,0,1,0,0,1,0,1,0
26,0,180,29,1,0,65609,2,0,1,1,0,0,0,0,0
25,5,186,22,0,1,95607,2,1,0,0,0,0,0,1,1
26,0,169,27,1,0,148501,0,1,1,0,0,1,1,1,1
23,2,172,11,1,0,85356,4,0,1,0,0,1,1,0,0
30,5,177,26,1,0,35311,0,1,0,0,1,0,0,1,0
26,3,184,11,0,1,44167,5,1,0,0,0,0,0,1,1
22,2,188,35,1,0,86384,2,0,1,0,1,0,1,1,0
23,5,161,31,0,0,39400,3,0,0,1,0,0,1,0,0
25,0,178,20,1,0,132381,3,1,0,1,1,0,1,1,0
29,4,178,20,0,0,45336,2,0,0,0,0,0,0,1,0
29,0,174,13,0,1,59231,0,0,0,0,0,1,0,1,0
27,3,161,20,1,0,144126,1,0,1,0,0,0,1,0,0
25,5,185,20,1,0,38141,3,1,1,1,0,1,1,1,0
27,1,165,29,1,0,37699,1,1,1,0,0,1,1,1,0
27,4,167,32,0,0,73388,4,0,1,0,1,0,1,0,0
27,2,171,18,1,1,107953,2,1,0,0,1,0,1,0,1
29,5,190,8,0,1,120909,2,1,1,1,1,0,1,0,0
27,1,181,34,1,1,42594,3,0,1,0,1,0,1,0,0
25,1,163,17,1,0,47334,4,0,0,0,0,1,1,1,0
26,0,187,15,0,1,62057,5,0,1,1,1,1,1,1,0
27,0,165,31,0,0,86889,5,1,0,1,0,0,0,1,0
29,2,170,18,1,0,86870,1,1,1,1,1,1,1,0,0
29,5,164,22,1,0,144817,1,1,1,0,0,1,1,0,1
28,3,174,21,1,0,107308,4,0,1,0,1,1,0,1,0
24,4,189,19,0,1,83543,1,0,0,0,1,0,0,1,0
30,2,162,22,1,1,143990,5,0,0,0,1,1,0,0,1
25,0,175,14,0,1,124658,5,1,0,1,1,0,1,1,1
29,4,187,25,1,1,144269,1,1,1,0,0,1,0,0,1
27,4,164,17,0,0,105441,3,0,0,0,0,1,1,0,0
22,3,190,9,1,1,53043,1,0,0,0,1,1,0,1,0
27,1,165,27,0,0,133206,3,0,1,0,1,1,1,0,0
28,3,160,19,1,0,103866,5,0,0,1,0,1,0,0,0
23,0,185,31,0,1,72761,1,0,0,0,0,0,0,0,0
23,4,162,32,1,0,149972,4,1,0,1,1,0,0,1,0
24,1,166,21,1,1,35670,1,1,1,0,0,0,0,0,0
27,1,182,24,1,0,76871,4,1,0,0,1,0,0,0,0
24,0,170,34,1,0,146421,4,0,0,1,1,1,1,0,0
27,4,174,21,1,0,114824,3,1,1,0,0,0,1,1,0
28,2,177,18,0,0,141333,3,0,1,1,0,0,0,0,0
23,2,188,30,0,1,29314,3,1,1,1,1,0,1,0,0
27,0,165,29,1,0,138935,3,0,0,1,1,1,0,1,0
27,4,174,9,0,0,133454,0,0,1,1,1,1,0,1,0
30,4,161,28,0,0,139115,0,0,1,1,1,0,1,1,0
26,5,167,23,1,0,74638,4,0,1,0,0,1,0,1,0
22,5,165,32,1,0,26282,2,0,0,0,1,1,0,0,0
26,3,165,20,1,0,72735,2,1,1,0,1,1,1,1,0
24,2,166,20,1,1,38825,5,1,1,1,0,1,0,1,0
24,1,173,8,1,1,75657,2,1,1,1,1,0,1,1,0
23,2,160,23,0,0,98074,3,1,1,1,1,0,1,1,0
25,3,165,14,1,1,80539,0,0,1,0,0,1,0,1,0
22,1,168,29,0,1,40039,3,0,1,0,0,1,0,1,0
25,4,173,32,0,0,142552,0,1,0,1,1,1,0,0,0
25,0,166,17,0,1,121119,2,1,0,0,1,1,0,0,1
22,1,161,17,1,0,140892,2,0,1,0,0,1,1,0,0
24,5,168,12,0,1,92282,3,0,0,1,0,0,0,1,0
25,0,188,12,1,1,98425,3,1,0,1,0,1,0,1,0
27,2,175,31,1,0,55431,2,0,1,0,1,0,0,1,0
26,4,190,21,0,0,88525,1,0,0,0,0,0,1,0,0
26,4,187,29,1,0,48570,1,1,0,0,0,0,0,0,0
25,5,188,8,1,0,44124,0,1,1,0,0,1,1,0,0
27,0,190,21,0,0,54451,2,0,1,1,0,1,0,0,0
23,2,160,20,1,0,30189,0,0,1,1,0,1,1,0,0
26,2,186,20,0,1,73184,1,1,0,1,0,0,0,0,0
29,3,183,13,1,0,102983,2,1,1,1,0,1,1,1,0
27,3,189,8,0,0,132754,5,0,1,1,0,1,1,0,0
23,1,160,30,0,1,91810,0,1,1,1,0,0,0,0,0
30,4,184,30,0,0,123962,3,1,0,0,1,0,0,1,0
29,5,175,9,1,1,109834,1,0,1,1,0,1,1,0,0
27,5,161,23,0,0,126668,4,1,0,0,0,0,0,0,1
25,0,180,18,1,1,135394,2,1,1,0,0,1,0,0,1
28,1,179,14,0,0,110741,0,0,0,0,1,1,0,0,0
22,4,165,16,0,1,98147,0,0,0,0,0,1,0,0,0
26,5,180,10,1,1,81430,0,0,1,0,1,1,1,0,0
24,4,190,12,0,0,116456,4,0,1,0,0,1,0,1,0
25,4,179,27,1,0,146476,5,0,0,0,1,1,0,0,1
30,1,173,23,0,0,99981,3,1,0,0,0,1,1,1,0
27,5,189,20,1,1,36625,3,0,1,0,1,0,1,0,0
24,1,164,20,0,0,53322,3,1,0,0,0,0,0,1,0
25,1,161,25,0,1,101773,0,1,0,0,1,1,0,1,1
23,2,175,9,0,1,56159,0,0,0,1,0,1,0,1,0
23,2,179,27,1,0,143289,2,0,0,1,0,1,0,1,0
27,4,162,34,0,0,52467,2,1,1,1,1,0,0,1,0
23,1,176,21,0,0,131000,4,0,1,0,0,1,1,1,0
25,0,185,26,0,1,133705,5,0,1,0,1,1,1,0,1
28,4,185,29,0,1,131793,5,1,1,0,0,0,0,1,1
28,4,169,13,1,0,45630,4,1,1,1,0,1,0,1,0
26,3,183,35,1,1,72940,2,0,1,1,1,1,0,0,0
23,3,166,15,0,0,122457,0,0,0,0,0,0,1,0,0
26,1,185,14,0,1,129617,3,0,1,0,0,0,1,0,1
24,0,171,27,0,1,137566,5,1,1,1,1,1,1,1,1
22,0,176,15,1,0,93388,4,0,1,1,1,1,0,0,0
24,0,160,35,0,0,33741,3,1,0,0,1,1,0,0,0
22,1,181,23,1,1,53437,3,0,1,0,0,1,0,1,0
30,1,160,10,1,1,44571,5,1,1,0,0,0,1,1,1
30,5,169,21,1,0,56339,2,1,1,0,1,0,1,0,0
30,4,187,15,1,1,128829,5,0,1,0,0,1,0,1,1
23,1,160,18,0,1,104834,0,0,1,1,1,0,1,1,0
26,4,166,23,0,1,68063,2,1,1,0,1,0,1,0,1
30,3,182,22,0,1,61038,2,0,1,1,1,1,0,1,0
27,1,188,26,1,1,144431,4,1,1,1,0,0,0,0,1
24,4,166,35,1,1,60913,1,0,1,0,1,1,1,0,0
26,0,164,34,0,1,101969,2,0,1,1,0,0,0,0,0
26,3,189,27,0,0,28942,0,0,0,1,1,0,1,1,0
27,4,184,21,0,0,58382,1,1,0,1,0,1,0,1,0
25,2,171,19,1,0,67606,2,1,0,0,0,1,0,0,0
22,4,167,29,1,0,32450,1,1,1,1,1,1,1,0,0
25,2,178,27,1,0,116026,1,1,0,0,1,1,0,0,0
26,2,164,25,0,0,106680,5,1,1,1,0,0,0,1,0
29,4,171,21,0,1,139149,4,1,0,1,1,1,1,0,1
24,2,169,16,0,1,139090,4,0,0,1,1,1,1,1,1
29,2,164,28,1,0,80304,4,0,0,0,0,0,0,0,0
22,0,183,30,1,1,137865,5,0,1,1,0,1,1,1,1
26,2,189,31,1,0,65160,1,1,1,0,1,1,0,0,0
30,2,163,22,0,0,77278,4,0,0,0,1,1,0,0,0
22,1,166,10,1,1,35690,3,1,0,0,0,1,0,0,1
30,5,190,32,1,1,101468,4,1,1,0,0,0,0,1,1
28,4,165,19,0,1,133402,5,1,0,1,1,1,1,1,1
24,5,170,20,0,0,49066,4,1,1,1,1,0,1,1,0
23,4,174,30,0,0,28723,3,0,0,0,1,0,1,0,0
27,1,189,17,1,1,27510,3,0,1,1,0,1,0,0,0
25,1,176,18,0,0,143691,2,0,1,0,0,0,0,0,0
22,5,187,26,0,1,143618,2,0,1,0,1,1,0,0,1
29,0,178,21,0,0,70571,5,1,0,0,0,0,1,1,0
24,4,187,24,0,1,67572,1,0,1,1,1,0,0,0,0
23,5,187,31,0,1,34337,4,1,0,1,0,0,0,1,0
24,1,187,33,0,1,82198,1,0,1,0,0,1,1,0,0
23,0,187,31,0,1,82822,1,1,1,0,1,1,0,1,1
27,1,162,11,0,1,76029,3,0,1,1,1,0,0,0,0
28,1,185,24,0,1,71387,4,0,1,1,0,1,1,0,0
29,0,182,24,1,1,104971,3,0,1,1,0,0,1,0,0
25,0,160,26,1,1,47431,2,1,0,1,1,1,1,0,0
26,3,185,25,0,1,107184,0,0,0,0,0,0,0,1,0
25,5,175,25,0,0,105370,5,1,1,0,1,0,1,0,1
27,3,187,12,1,1,58055,1,1,0,0,1,0,1,0,0
29,5,161,21,0,1,131826,1,0,1,0,0,1,0,0,1
24,5,187,35,1,1,105886,0,1,0,0,0,0,0,0,1
25,3,163,25,0,0,124964,0,1,1,1,1,1,0,1,0
23,0,188,9,0,0,89665,0,1,0,0,0,0,1,1,0
26,4,160,17,1,0,79908,4,1,1,0,1,0,1,0,0
25,2,177,13,1,1,131747,5,0,0,0,0,0,1,0,1
30,2,188,19,1,0,52728,3,1,1,1,0,1,1,1,0
26,2,173,20,0,1,85256,4,0,1,0,1,1,0,0,0
27,4,174,21,0,1,75603,2,1,1,1,0,0,0,1,0
27,0,177,22,0,1,78731,3,1,0,0,0,0,1,0,1
24,2,181,22,0,1,130608,2,0,0,1,0,1,0,1,0
23,4,162,24,1,0,103753,4,1,0,0,0,0,1,1,1
23,4,168,27,0,0,51734,1,1,0,0,1,0,1,1,0
27,1,177,18,1,1,30758,3,0,1,1,0,1,0,0,0
27,4,170,23,1,0,146872,3,1,1,1,1,0,1,0,0
30,4,172,18,0,0,149518,0,1,0,1,0,0,1,1,0
26,3,170,32,1,0,56963,2,1,1,1,0,1,1,1,0
28,1,177,17,1,0,145340,0,1,1,1,1,1,0,0,0
30,0,171,21,0,0,125831,4,0,1,0,1,0,0,0,0
23,1,183,29,1,1,81772,3,1,0,1,0,1,0,0,0
23,2,175,26,0,0,88869,1,0,1,1,0,0,1,0,0
24,4,160,13,1,0,145279,1,0,0,1,0,1,0,1,0
26,4,174,23,1,1,103681,4,1,0,1,0,1,0,0,1
28,5,184,35,0,1,69355,0,1,1,1,1,0,0,1,0
22,2,171,32,0,1,66935,1,1,0,0,1,0,1,0,1
24,2,174,10,1,0,123305,0,0,0,0,1,0,0,0,0
24,4,181,33,1,0,101663,4,1,1,0,1,1,0,1,1
24,5,181,35,1,1,30898,2,1,1,0,1,0,1,1,0
24,3,164,34,1,0,88565,0,1,0,1,0,0,1,1,0
23,0,161,12,1,0,117608,1,1,0,1,1,0,0,0,0
24,2,189,8,1,1,37498,4,1,1,1,1,1,1,0,0
22,1,160,14,1,1,87267,3,0,1,0,0,1,0,1,0
29,3,179,30,0,1,102428,2,0,1,0,0,0,1,0,0
28,0,186,22,1,1,46496,1,1,0,0,1,0,0,0,0
30,4,189,29,0,0,51548,2,0,0,0,0,0,0,1,0
25,0,160,31,1,0,55450,1,0,1,0,1,0,1,0,0
30,4,174,21,0,1,80803,0,1,0,1,0,1,1,0,0
22,5,182,32,0,0,138505,2,0,1,0,0,0,0,1,0
27,1,161,14,1,1,131050,3,0,1,1,0,0,1,1,0
22,1,165,31,1,0,56503,0,0,1,0,1,1,0,1,0
25,1,173,16,0,1,114261,2,1,0,0,0,1,1,1,1
22,3,164,12,0,0,111365,0,0,0,1,1,1,1,0,0
28,4,181,8,1,0,117328,1,0,0,0,0,1,0,0,0
29,0,186,10,1,0,141688,2,1,0,1,1,0,0,0,0
26,5,180,23,1,0,40993,4,0,0,0,0,1,1,0,0
30,1,169,30,1,0,79168,5,1,1,0,0,0,0,0,0
24,4,164,23,0,1,108511,3,1,1,1,1,1,0,0,1
29,4,178,28,1,0,59257,2,0,0,0,0,1,0,0,0
24,1,168,26,0,0,28344,5,1,1,1,0,0,1,0,0
28,5,163,28,0,1,60989,4,1,1,0,0,1,1,1,1
24,1,167,10,0,0,123759,0,1,0,1,0,1,0,0,0
30,3,176,19,0,1,75846,2,0,1,1,1,0,1,0,0
26,3,172,25,1,0,140764,4,0,1,0,0,1,0,0,0
22,5,160,28,1,0,99978,2,0,1,1,1,1,0,0,0
26,5,185,27,0,0,129966,0,1,1,0,1,1,0,0,0
27,5,174,13,0,1,56037,3,1,1,1,0,0,0,1,0
29,0,171,24,1,1,64168,4,1,1,1,1,0,1,1,0
29,5,179,8,0,0,141626,4,0,1,1,1,0,1,0,0
26,2,168,8,1,1,125194,5,1,1,0,0,0,1,0,1
27,4,167,29,1,1,124341,5,1,1,1,1,0,0,0,1
28,3,174,21,0,1,77927,1,1,1,0,1,0,1,0,1
30,3,190,10,0,1,70694,0,1,1,1,0,0,1,0,0
30,2,163,14,0,1,137504,4,1,0,0,0,0,0,1,1
23,0,169,25,0,1,48716,1,0,1,1,0,1,0,0,0
24,3,172,31,1,0,100072,0,1,0,1,1,1,0,1,0
29,2,165,29,0,1,134558,3,0,0,1,0,1,1,1,0
22,0,169,32,1,1,92685,5,1,0,1,1,1,0,1,1
24,5,174,9,1,1,89651,1,1,0,0,1,1,1,0,1
26,5,188,24,1,1,128308,5,1,1,0,1,1,1,1,1
24,3,172,24,1,0,102602,2,1,0,0,0,1,0,1,0
27,2,166,28,0,0,147896,0,0,1,0,0,0,0,1,0
27,3,175,31,0,1,149722,5,1,0,0,1,0,1,1,1
26,5,178,19,0,1,86727,2,0,0,0,1,0,0,0,0
26,1,183,21,1,1,100736,0,0,1,1,1,0,0,0,0
28,3,178,30,0,1,130759,0,0,0,1,1,1,1,1,0
27,5,182,19,0,0,77380,2,1,0,0,1,1,0,1,0
27,2,175,34,1,1,117001,0,1,0,1,1,1,0,0,0
24,4,166,20,1,0,124646,1,1,1,1,0,0,1,0,0
30,0,181,13,0,0,101142,3,1,1,1,1,0,0,0,0
28,3,163,22,0,1,82045,3,0,1,0,0,0,1,0,0
27,0,175,13,1,0,47805,0,1,0,0,1,1,1,1,0
28,0,180,29,0,1,46592,0,0,0,0,0,0,1,0,0
27,3,183,11,0,1,63682,5,0,0,1,1,1,0,1,0
30,2,173,32,1,0,121547,1,1,0,0,0,0,1,1,0
22,1,177,11,0,0,33801,4,0,0,1,0,1,1,0,0
29,3,172,9,0,0,100858,1,0,1,1,1,0,0,1,0
28,0,175,34,1,0,121651,2,1,1,1,0,0,0,0,0
22,0,177,30,1,1,34316,3,0,1,0,0,1,0,0,0
24,1,181,11,1,1,142527,3,1,1,1,1,0,1,0,1
26,1,172,12,1,0,50766,0,1,0,1,0,0,0,0,0
29,4,164,10,0,0,71498,1,1,1,1,1,1,1,1,0
24,2,172,26,0,0,135635,2,0,0,1,1,0,0,1,0
24,2,174,21,0,1,87648,5,0,0,0,0,0,1,1,1
24,3,166,21,0,0,58796,1,1,0,0,1,1,1,1,0
24,4,171,21,0,1,97378,5,0,0,0,0,1,0,1,1
24,5,162,15,0,0,118855,2,1,1,0,0,0,0,0,0
30,2,171,25,0,0,87614,3,1,1,1,0,0,1,1,0
26,5,163,35,0,0,134271,0,0,1,0,1,1,1,1,0
24,3,166,11,1,0,111633,4,0,1,0,1,1,0,1,0
27,1,190,32,0,0,72455,1,0,1,1,0,1,1,0,0
22,5,174,9,1,0,35911,0,0,0,0,0,0,1,1,0
22,1,173,11,1,0,46863,5,1,0,0,1,0,1,0,0
30,3,164,17,1,1,72935,1,0,0,1,1,1,0,0,0
28,0,184,21,0,0,75062,2,1,1,1,1,0,1,0,0
26,0,183,8,0,1,144271,4,0,1,1,0,0,0,0,1
25,3,179,18,1,1,69381,1,1,0,1,1,1,1,0,0
26,5,171,11,0,0,88528,1,0,0,1,1,1,1,0,0
22,2,182,21,0,1,109177,5,1,1,1,0,0,0,0,1
30,2,165,12,0,0,31654,5,1,1,0,1,1,1,1,0
23,2,181,20,1,1,34868,3,0,1,0,0,0,1,1,0
30,4,179,14,1,0,91993,4,0,1,1,0,1,1,0,0
30,2,175,8,0,0,79460,2,1,0,1,0,1,1,0,0
26,5,183,34,1,1,32598,1,0,1,0,1,1,0,0,0
26,3,163,19,1,0,95650,3,1,0,1,0,0,1,1,0
24,2,165,27,0,1,113802,2,1,0,1,1,0,1,0,0
26,2,177,15,0,0,50733,2,0,0,0,1,1,1,0,0
22,1,176,9,0,0,35007,1,0,1,0,1,0,1,1,0
30,1,183,13,1,1,45567,1,0,0,1,1,0,0,1,0
29,3,174,29,0,0,46544,3,0,1,0,0,0,0,1,0
22,5,171,23,0,0,90813,2,1,0,1,0,1,1,1,0
28,5,182,16,0,0,70558,0,1,0,1,1,0,1,1,0
28,3,181,22,1,0,110589,4,1,0,0,1,1,0,1,1
26,2,184,9,0,1,81497,5,1,0,0,1,0,1,1,1
24,3,188,14,1,1,93220,2,1,1,0,1,1,1,0,1
25,2,189,23,0,0,44609,3,1,1,1,0,1,0,1,0
24,0,173,15,1,0,136580,5,0,1,0,1,0,0,1,1
23,4,190,17,1,0,56785,1,1,0,1,0,1,1,1,0
30,4,187,13,1,1,60139,3,0,0,0,0,1,0,0,0
25,0,189,10,0,1,56836,3,1,0,1,0,1,1,0,0
24,2,185,33,0,1,84731,1,1,0,0,0,1,1,1,1
28,4,179,24,1,1,84155,3,0,1,0,1,1,0,1,0
29,0,167,20,1,0,121017,3,1,1,0,0,1,0,0,0
30,5,173,13,0,0,38550,5,1,1,0,0,1,0,0,0
28,3,161,27,1,1,138124,5,0,0,0,0,1,0,1,1
29,4,186,24,0,0,136719,2,1,0,1,0,0,0,1,0
23,0,164,32,1,0,33774,1,0,0,1,0,0,1,1,0
27,5,186,24,0,1,134968,1,0,1,0,0,1,0,1,1
27,5,190,28,1,0,142554,4,0,0,0,1,1,1,1,0
28,2,179,15,0,0,117678,4,1,1,0,0,0,1,1,1
26,3,172,33,0,1,51709,2,1,0,1,0,1,1,1,0
24,0,185,18,0,0,33968,5,0,1,0,1,1,1,0,0
27,0,186,25,0,0,149354,5,1,1,1,1,0,0,1,1
26,0,165,11,1,1,43203,5,0,0,0,1,1,0,1,0
24,0,187,26,0,0,104808,2,0,1,0,0,0,1,0,0
30,2,175,22,0,1,56878,0,0,1,1,1,1,1,0,0
26,4,165,13,0,0,35790,1,0,0,1,0,0,0,1,0
25,5,187,34,1,0,126451,0,1,1,0,1,0,1,0,0
22,0,174,14,1,1,138933,1,0,1,1,0,1,1,0,0
22,5,186,33,0,0,100465,4,1,0,0,1,0,1,1,1
26,0,166,15,0,1,33894,3,1,1,0,0,1,0,0,1
22,4,160,16,1,1,27168,3,1,1,1,0,1,0,0,0
23,2,182,28,1,1,91884,0,0,0,1,1,1,0,1,0
28,4,175,8,0,1,99487,4,1,1,0,0,1,1,0,1
28,1,160,32,1,1,146289,2,0,1,0,0,1,0,0,1
30,2,178,32,0,0,78265,0,0,0,1,0,1,0,1,0
28,4,187,22,0,0,132682,4,0,0,1,0,0,0,1,0
25,1,185,34,1,1,36955,2,0,0,1,0,0,1,1,0
26,4,177,26,0,0,58172,4,1,1,0,1,1,1,0,0
24,3,179,27,0,0,102635,1,1,0,1,1,0,1,0,0
29,1,190,31,0,1,35327,5,0,0,1,0,0,0,0,0
25,2,161,19,0,1,29153,0,1,1,1,0,1,1,0,0
23,4,166,20,1,0,130592,2,1,1,0,0,0,0,1,1
28,4,175,17,0,0,60285,2,1,1,0,1,0,0,0,0
25,5,188,26,1,1,46588,2,1,1,0,0,0,0,0,0
30,2,175,9,1,1,120555,4,1,0,1,0,0,0,0,1
29,0,165,25,0,0,105425,0,0,0,0,0,1,0,0,0
24,3,161,13,0,1,83199,2,0,0,0,0,0,1,0,0
28,1,177,20,1,0,133430,2,1,1,0,0,0,0,1,1
25,2,184,30,1,1,43546,3,0,1,1,1,1,0,0,0
22,1,172,32,1,1,116751,5,0,1,1,0,0,1,0,0
25,2,169,23,0,1,116462,5,0,0,0,1,0,1,0,1
28,1,188,21,0,1,128171,2,0,1,0,1,1,1,0,0
28,1,161,29,1,1,142973,0,1,0,1,0,0,1,1,1
27,2,177,13,0,1,80469,5,1,0,1,1,1,1,0,1
30,4,174,14,0,1,74859,4,0,1,0,1,0,1,1,0
30,0,190,8,1,0,95236,1,1,0,1,1,1,0,0,0
22,5,190,20,0,1,132125,3,1,1,0,0,1,1,0,1
22,1,178,12,1,0,58899,5,0,0,1,0,0,0,0,0
23,5,185,31,0,1,117821,0,0,1,1,0,0,0,0,0
29,2,183,16,1,0,62276,5,0,0,1,0,1,0,1,0
22,1,188,17,1,0,64566,5,0,0,0,0,1,1,1,0
29,1,181,23,0,1,101363,2,1,1,1,1,0,0,1,0
23,4,174,15,0,0,99400,4,1,1,1,1,0,1,0,0
22,1,186,19,1,0,94621,5,1,1,0,1,1,1,0,0
26,4,189,26,0,1,69907,4,0,1,0,0,1,0,1,0
25,4,171,14,1,0,104574,1,1,1,0,0,1,1,0,0
23,0,181,30,1,1,143580,0,1,1,1,0,1,0,1,1
26,0,169,26,1,0,45991,3,0,1,1,0,0,1,1,0
23,3,167,24,1,0,81230,4,0,0,1,0,1,1,1,0
30,5,170,21,0,1,63377,2,1,0,1,1,0,1,0,0
30,0,165,16,0,1,127932,3,0,1,1,0,0,0,0,0
28,4,186,29,0,1,29149,0,0,0,0,0,0,1,0,0
22,3,174,21,0,1,73185,0,1,0,1,1,1,1,1,0
29,1,168,22,0,1,77028,4,0,0,0,1,1,1,1,0
28,2,169,27,1,0,77632,3,1,0,1,1,1,0,0,0
30,3,187,20,1,1,109667,1,1,1,1,1,1,0,0,0
24,0,188,24,1,1,97339,3,0,0,0,0,1,1,1,0
28,4,186,12,1,1,114349,1,1,0,0,0,0,1,1,1
22,2,178,30,1,0,29293,0,1,1,0,1,0,0,1,0
23,2,176,26,0,0,36267,4,1,1,1,1,0,1,1,0
29,5,171,31,1,1,58989,0,1,1,0,1,1,0,1,0
26,2,171,21,0,1,143348,3,0,0,0,0,0,0,1,1
29,5,176,29,0,0,66799,1,0,1,0,1,1,1,1,0
29,2,160,32,1,0,88067,3,1,0,0,1,1,0,1,0
25,1,168,22,0,1,70770,5,0,0,0,0,0,1,1,1
25,3,175,18,0,0,29671,3,0,1,0,0,1,0,0,0
23,4,169,19,0,0,35027,3,0,1,0,1,1,0,0,0
30,4,184,26,0,0,118592,2,1,0,1,1,0,0,0,0
27,2,184,28,0,1,109137,1,1,0,0,1,0,1,1,1
22,3,165,26,1,1,68857,5,0,1,1,0,1,0,0,0
22,1,168,13,0,0,70264,0,0,1,0,0,1,1,0,0
25,5,186,25,1,1,112187,0,1,0,0,0,0,0,1,1
29,2,173,27,1,1,59559,1,1,0,0,0,0,1,0,0
30,0,163,10,1,1,91242,3,0,0,0,0,1,0,1,0
27,1,186,24,1,0,123621,0,0,1,0,0,0,1,0,0
24,5,182,8,1,1,102683,0,1,1,1,1,0,1,1,0
23,5,174,31,1,0,145649,3,0,0,1,1,0,1,0,0
28,4,167,21,0,1,42919,3,0,1,1,0,1,0,1,0
26,5,163,16,1,1,70259,2,1,1,0,1,1,1,0,1
28,2,173,15,1,1,97251,5,1,1,0,1,1,1,1,1
27,2,182,30,0,1,25481,1,0,0,1,0,0,0,0,0
24,3,175,28,0,1,69682,2,0,1,1,1,0,0,1,0
25,0,190,34,0,1,126286,2,1,1,1,0,0,0,1,0
22,2,177,31,0,1,101408,4,0,1,1,1,1,1,1,0
26,4,187,8,0,0,74719,0,1,0,0,0,1,1,0,0
22,1,179,10,0,0,72478,4,1,1,0,0,0,1,0,0
26,0,167,30,0,0,92317,5,1,0,1,1,1,0,1,0
23,0,172,10,0,0,133089,1,0,0,0,1,0,0,0,0
26,3,167,20,0,1,110940,0,0,0,0,1,0,1,0,0
25,3,175,11,0,1,114386,5,0,0,0,1,0,1,0,1
23,2,166,11,0,1,26725,5,1,1,1,1,0,0,0,0
28,5,177,24,1,0,25289,4,1,1,0,1,0,1,1,0
27,3,172,29,0,0,30190,1,1,0,0,0,0,0,0,0
30,1,183,24,0,0,113863,5,0,0,1,1,0,1,0,0
29,2,185,14,0,1,56937,1,1,0,0,1,0,1,0,0
25,5,165,35,1,0,96359,3,0,1,1,1,1,1,0,0
22,0,168,20,1,1,144155,5,0,0,0,1,0,0,0,1
22,4,186,11,1,1,34967,3,0,0,0,1,0,1,0,0
28,2,182,15,1,0,126563,0,0,1,1,1,1,0,1,0
30,3,187,26,0,0,75414,0,0,1,0,0,1,1,1,0
26,2,176,24,0,1,69768,2,1,1,0,0,1,0,0,1
28,2,167,17,1,1,74110,4,0,1,0,1,0,1,1,0
25,1,174,31,0,0,42628,3,0,1,1,1,1,1,1,0
23,2,186,8,1,0,58986,4,1,1,0,0,0,0,1,0
24,1,168,14,1,1,127384,1,1,1,1,1,1,1,1,0
23,0,160,17,1,1,36059,4,1,1,0,1,0,1,0,1
30,4,187,33,0,0,145068,5,1,1,0,0,0,0,1,1
25,2,184,18,0,1,119984,3,1,1,1,1,0,0,1,1
30,5,189,12,1,1,42138,4,1,1,0,1,1,1,0,1
23,4,187,14,0,0,136185,3,0,1,0,1,0,1,1,0
23,4,189,24,1,1,102198,3,0,1,0,0,1,0,1,1
26,1,183,8,0,0,101670,2,1,1,0,0,1,0,0,0
30,4,165,21,1,1,75008,5,1,1,1,1,0,1,1,1
26,5,167,13,0,1,53685,2,1,1,0,0,1,0,1,0
23,5,182,15,0,0,87113,1,0,0,0,1,1,1,0,0
24,5,162,34,0,1,125752,5,0,1,1,0,1,1,1,0
27,4,171,23,0,1,105224,1,0,0,1,0,1,1,1,0
23,4,170,15,0,1,60120,2,1,0,0,0,1,1,1,1
26,2,179,31,1,1,130380,2,0,0,1,1,1,1,0,0
29,3,178,19,1,1,139168,3,0,0,0,1,0,0,0,1
28,1,172,11,0,0,143127,5,0,1,0,1,1,1,1,1
28,1,180,19,0,1,115816,5,1,1,1,1,1,0,1,1
23,2,176,30,0,0,54400,2,0,1,1,1,0,0,0,0
22,5,168,12,1,1,115688,1,0,0,1,0,0,1,1,0
26,4,171,33,1,0,110331,3,1,1,1,0,1,0,1,0
29,3,169,14,1,0,133049,1,0,1,1,1,1,1,1,0
