antecedent,consequent,support,confidence,lift
{24746 12305 92490},{7190 88631},0.024,0.887,37.219
{24746 92490 7190},{12305 88631},0.023,0.925,38.428
{24746 92490 88631},{12305 7190},0.022,0.935,37.703
{12305 92490 7190},{24746 88631},0.024,0.878,37.219
{12305 92490 88631},{24746 7190},0.023,0.905,38.003
{92490 7190 88631},{12305 24746},0.023,0.925,37.667
{12305 24746 7190},{92490 88631},0.023,0.905,38.394
{12305 24746 88631},{92490 7190},0.023,0.915,37.639
{24746 7190 88631},{12305 92490},0.023,0.925,36.58
{12305 7190 88631},{24746 92490},0.023,0.905,37.619
{24746 12305 92490 7190},{88631},0.022,0.945,38.117
{24746 12305 92490 88631},{7190},0.022,0.956,37.44
{24746 92490 7190 88631},{12305},0.021,0.977,26.107
{12305 92490 7190 88631},{24746},0.022,0.945,37.384
{12305 24746 7190 88631},{92490},0.022,0.956,37.086
{95398},{12305 24746 7190 88631},0.026,0.807,36.904
{24746},{12305 7190 95398 88631},0.025,0.846,37.838
{12305},{24746 7190 95398 88631},0.037,0.571,25.834
{7190},{12305 24746 95398 88631},0.026,0.838,37.477
{88631},{12305 24746 95398 7190},0.025,0.863,38.165
{24746 95398},{12305 7190 88631},0.025,0.863,37.361
{12305 95398},{24746 7190 88631},0.026,0.83,36.725
{95398 7190},{12305 24746 88631},0.025,0.863,37.759
{95398 88631},{12305 24746 7190},0.024,0.889,38.494
{12305 24746},{7190 95398 88631},0.025,0.871,37.731
{24746 7190},{12305 95398 88631},0.024,0.898,38.481
{24746 88631},{12305 95398 7190},0.024,0.907,37.7
{12305 7190},{24746 95398 88631},0.025,0.863,37.361
{12305 88631},{24746 95398 7190},0.024,0.889,38.093
{7190 88631},{12305 24746 95398},0.024,0.898,37.315
{12305 24746 95398},{7190 88631},0.024,0.889,37.315
{24746 95398 7190},{12305 88631},0.023,0.917,38.093
{24746 95398 88631},{12305 7190},0.023,0.926,37.361
{12305 95398 7190},{24746 88631},0.024,0.889,37.7
{12305 95398 88631},{24746 7190},0.023,0.917,38.481
{88631 95398 7190},{12305 24746},0.023,0.926,37.731
{12305 24746 7190},{95398 88631},0.023,0.926,38.494
{12305 24746 88631},{95398 7190},0.023,0.936,37.759
{24746 7190 88631},{12305 95398},0.023,0.946,36.725
{12305 7190 88631},{24746 95398},0.023,0.926,37.361
{12305 24746 95398 7190},{88631},0.023,0.946,38.165
{12305 24746 95398 88631},{7190},0.022,0.957,37.477
{24746 88631 95398 7190},{12305},0.022,0.967,25.834
{12305 88631 95398 7190},{24746},0.022,0.957,37.838
{12305 24746 7190 88631},{95398},0.022,0.978,36.904
{95398},{12305 24746 92490 7190},0.026,0.817,36.914
{92490},{12305 24746 95398 7190},0.026,0.84,37.142
{24746},{12305 92490 95398 7190},0.025,0.856,37.059
{12305},{24746 92490 95398 7190},0.037,0.578,26.127
{7190},{12305 24746 92490 95398},0.026,0.848,36.706
{92490 95398},{12305 24746 7190},0.025,0.864,37.419
{24746 95398},{12305 92490 7190},0.025,0.873,36.629
{12305 95398},{24746 92490 7190},0.026,0.84,37.142
{95398 7190},{12305 24746 92490},0.025,0.873,37.007
{24746 92490},{12305 95398 7190},0.024,0.899,37.358
{12305 92490},{24746 95398 7190},0.025,0.856,36.673
{92490 7190},{12305 24746 95398},0.024,0.89,36.984
{12305 24746},{92490 95398 7190},0.025,0.881,37.373
{24746 7190},{12305 92490 95398},0.024,0.908,36.992
{12305 7190},{24746 92490 95398},0.025,0.873,37.007
{24746 92490 95398},{12305 7190},0.024,0.918,37.007
{12305 92490 95398},{24746 7190},0.025,0.881,36.992
{92490 95398 7190},{12305 24746},0.024,0.918,37.373
{12305 24746 95398},{92490 7190},0.024,0.899,36.984
{24746 95398 7190},{12305 92490},0.023,0.927,36.673
{12305 95398 7190},{24746 92490},0.024,0.899,37.358
{24746 12305 92490},{95398 7190},0.024,0.918,37.007
{24746 92490 7190},{12305 95398},0.023,0.957,37.142
{12305 92490 7190},{24746 95398},0.024,0.908,36.629
{12305 24746 7190},{92490 95398},0.023,0.937,37.419
{24746 12305 92490 95398},{7190},0.023,0.937,36.706
{24746 92490 95398 7190},{12305},0.022,0.978,26.127
{12305 92490 95398 7190},{24746},0.023,0.937,37.059
{12305 24746 95398 7190},{92490},0.023,0.957,37.142
{24746 12305 92490 7190},{95398},0.022,0.978,36.914
{95398},{51657 92490 7190 88631},0.026,0.807,36.904
{51657},{92490 7190 95398 88631},0.026,0.822,37.594
{92490},{51657 7190 95398 88631},0.026,0.83,37.124
{7190},{51657 92490 95398 88631},0.026,0.838,37.477
{88631},{51657 92490 95398 7190},0.025,0.863,37.361
{51657 95398},{92490 7190 88631},0.026,0.838,37.074
{92490 95398},{51657 7190 88631},0.025,0.854,37.392
{95398 7190},{51657 92490 88631},0.025,0.863,37.759
{95398 88631},{51657 92490 7190},0.024,0.889,37.7
{51657 92490},{7190 95398 88631},0.025,0.854,36.999
{51657 7190},{92490 95398 88631},0.025,0.871,38.133
{51657 88631},{92490 95398 7190},0.024,0.898,38.085
{92490 7190},{51657 95398 88631},0.024,0.88,37.712
{92490 88631},{51657 95398 7190},0.024,0.907,37.7
{7190 88631},{51657 92490 95398},0.024,0.898,36.576
{51657 92490 95398},{7190 88631},0.025,0.871,36.576
{51657 95398 7190},{92490 88631},0.024,0.889,37.7
{51657 95398 88631},{92490 7190},0.023,0.917,37.712
{92490 95398 7190},{51657 88631},0.024,0.907,38.085
{92490 95398 88631},{51657 7190},0.023,0.936,38.133
{88631 95398 7190},{51657 92490},0.023,0.926,36.999
{51657 92490 7190},{95398 88631},0.024,0.907,37.7
{51657 92490 88631},{95398 7190},0.023,0.936,37.759
{51657 7190 88631},{92490 95398},0.023,0.936,37.392
{92490 7190 88631},{51657 95398},0.023,0.946,37.074
{51657 92490 95398 7190},{88631},0.023,0.926,37.361
{51657 92490 95398 88631},{7190},0.022,0.957,37.477
{51657 88631 95398 7190},{92490},0.022,0.957,37.124
{92490 88631 95398 7190},{51657},0.022,0.978,37.594
{51657 92490 7190 88631},{95398},0.022,0.978,36.904
{51657},{24746 92490 7190 88631},0.026,0.804,37.575
{92490},{51657 24746 7190 88631},0.026,0.811,37.086
{24746},{51657 92490 7190 88631},0.025,0.827,37.8
{7190},{51657 24746 92490 88631},0.026,0.819,37.44
{88631},{51657 24746 92490 7190},0.025,0.843,38.117
{51657 92490},{24746 7190 88631},0.025,0.835,36.935
{51657 24746},{92490 7190 88631},0.025,0.851,37.667
{51657 7190},{24746 92490 88631},0.025,0.851,38.076
{51657 88631},{24746 92490 7190},0.024,0.878,38.82
{24746 92490},{51657 7190 88631},0.024,0.869,38.019
{92490 7190},{51657 24746 88631},0.024,0.86,37.639
{92490 88631},{51657 24746 7190},0.024,0.887,38.394
{24746 7190},{51657 92490 88631},0.024,0.878,38.407
{24746 88631},{51657 92490 7190},0.024,0.887,37.603
{7190 88631},{51657 24746 92490},0.024,0.878,37.219
{24746 51657 92490},{7190 88631},0.024,0.887,37.219
{51657 92490 7190},{24746 88631},0.024,0.887,37.603
{51657 92490 88631},{24746 7190},0.023,0.915,38.407
{51657 24746 7190},{92490 88631},0.023,0.905,38.394
{51657 24746 88631},{92490 7190},0.023,0.915,37.639
{51657 7190 88631},{24746 92490},0.023,0.915,38.019
{24746 92490 7190},{51657 88631},0.023,0.925,38.82
{24746 92490 88631},{51657 7190},0.022,0.935,38.076
{92490 7190 88631},{51657 24746},0.023,0.925,37.667
{24746 7190 88631},{51657 92490},0.023,0.925,36.935
{24746 51657 92490 7190},{88631},0.022,0.945,38.117
{24746 51657 92490 88631},{7190},0.022,0.956,37.44
{51657 92490 7190 88631},{24746},0.022,0.956,37.8
{51657 24746 7190 88631},{92490},0.022,0.956,37.086
{24746 92490 7190 88631},{51657},0.021,0.977,37.575
{95398},{51657 24746 7190 88631},0.026,0.807,36.904
{51657},{24746 7190 95398 88631},0.026,0.822,37.181
{24746},{51657 7190 95398 88631},0.025,0.846,37.838
{7190},{51657 24746 95398 88631},0.026,0.838,37.477
{88631},{51657 24746 95398 7190},0.025,0.863,38.165
{51657 95398},{24746 7190 88631},0.026,0.838,37.074
{24746 95398},{51657 7190 88631},0.025,0.863,37.759
{95398 7190},{51657 24746 88631},0.025,0.863,37.759
{95398 88631},{51657 24746 7190},0.024,0.889,38.494
{51657 24746},{7190 95398 88631},0.025,0.871,37.731
{51657 7190},{24746 95398 88631},0.025,0.871,37.731
{51657 88631},{24746 95398 7190},0.024,0.898,38.481
{24746 7190},{51657 95398 88631},0.024,0.898,38.481
{24746 88631},{51657 95398 7190},0.024,0.907,37.7
{7190 88631},{51657 24746 95398},0.024,0.898,37.315
{51657 24746 95398},{7190 88631},0.024,0.889,37.315
{51657 95398 7190},{24746 88631},0.024,0.889,37.7
{51657 95398 88631},{24746 7190},0.023,0.917,38.481
{24746 95398 7190},{51657 88631},0.023,0.917,38.481
{24746 95398 88631},{51657 7190},0.023,0.926,37.731
{88631 95398 7190},{51657 24746},0.023,0.926,37.731
{51657 24746 7190},{95398 88631},0.023,0.926,38.494
{51657 24746 88631},{95398 7190},0.023,0.936,37.759
{51657 7190 88631},{24746 95398},0.023,0.936,37.759
{24746 7190 88631},{51657 95398},0.023,0.946,37.074
{51657 24746 95398 7190},{88631},0.023,0.946,38.165
{51657 24746 95398 88631},{7190},0.022,0.957,37.477
{51657 88631 95398 7190},{24746},0.022,0.957,37.838
{24746 88631 95398 7190},{51657},0.022,0.967,37.181
{51657 24746 7190 88631},{95398},0.022,0.978,36.904
{95398},{51657 24746 92490 7190},0.026,0.817,36.914
{51657},{24746 92490 95398 7190},0.026,0.832,37.604
{92490},{51657 24746 95398 7190},0.026,0.84,37.142
{24746},{51657 92490 95398 7190},0.025,0.856,37.059
{7190},{51657 24746 92490 95398},0.026,0.848,36.706
{51657 95398},{24746 92490 7190},0.026,0.848,37.496
{92490 95398},{51657 24746 7190},0.025,0.864,37.419
{24746 95398},{51657 92490 7190},0.025,0.873,37.007
{95398 7190},{51657 24746 92490},0.025,0.873,37.007
{51657 92490},{24746 95398 7190},0.025,0.864,37.029
{51657 24746},{92490 95398 7190},0.025,0.881,37.373
{51657 7190},{24746 92490 95398},0.025,0.881,37.373
{24746 92490},{51657 95398 7190},0.024,0.899,37.358
{92490 7190},{51657 24746 95398},0.024,0.89,36.984
{24746 7190},{51657 92490 95398},0.024,0.908,36.992
{51657 92490 95398},{24746 7190},0.025,0.881,36.992
{51657 24746 95398},{92490 7190},0.024,0.899,36.984
{51657 95398 7190},{24746 92490},0.024,0.899,37.358
{24746 92490 95398},{51657 7190},0.024,0.918,37.373
{92490 95398 7190},{51657 24746},0.024,0.918,37.373
{24746 95398 7190},{51657 92490},0.023,0.927,37.029
{24746 51657 92490},{95398 7190},0.024,0.918,37.007
{51657 92490 7190},{24746 95398},0.024,0.918,37.007
{51657 24746 7190},{92490 95398},0.023,0.937,37.419
{24746 92490 7190},{51657 95398},0.023,0.957,37.496
{24746 51657 92490 95398},{7190},0.023,0.937,36.706
{51657 92490 95398 7190},{24746},0.023,0.937,37.059
{51657 24746 95398 7190},{92490},0.023,0.957,37.142
{24746 92490 95398 7190},{51657},0.022,0.978,37.604
{24746 51657 92490 7190},{95398},0.022,0.978,36.914
{95398},{24746 92490 7190 88631},0.026,0.789,36.885
{92490},{24746 7190 95398 88631},0.026,0.811,36.679
{24746},{92490 7190 95398 88631},0.025,0.827,37.8
{7190},{24746 92490 95398 88631},0.026,0.819,37.44
{88631},{24746 92490 95398 7190},0.025,0.843,38.117
{92490 95398},{24746 7190 88631},0.025,0.835,36.935
{24746 95398},{92490 7190 88631},0.025,0.843,37.297
{95398 7190},{24746 92490 88631},0.025,0.843,37.703
{95398 88631},{24746 92490 7190},0.024,0.869,38.428
{24746 92490},{7190 95398 88631},0.024,0.869,37.619
{92490 7190},{24746 95398 88631},0.024,0.86,37.243
{92490 88631},{24746 95398 7190},0.024,0.887,37.994
{24746 7190},{92490 95398 88631},0.024,0.878,38.407
{24746 88631},{92490 95398 7190},0.024,0.887,37.603
{7190 88631},{24746 92490 95398},0.024,0.878,37.219
{24746 92490 95398},{7190 88631},0.024,0.887,37.219
{92490 95398 7190},{24746 88631},0.024,0.887,37.603
{92490 95398 88631},{24746 7190},0.023,0.915,38.407
{24746 95398 7190},{92490 88631},0.023,0.896,37.994
{24746 95398 88631},{92490 7190},0.023,0.905,37.243
{88631 95398 7190},{24746 92490},0.023,0.905,37.619
{24746 92490 7190},{95398 88631},0.023,0.925,38.428
{24746 92490 88631},{95398 7190},0.022,0.935,37.703
{92490 7190 88631},{24746 95398},0.023,0.925,37.297
{24746 7190 88631},{92490 95398},0.023,0.925,36.935
{24746 92490 95398 7190},{88631},0.022,0.945,38.117
{24746 92490 95398 88631},{7190},0.022,0.956,37.44
{92490 88631 95398 7190},{24746},0.022,0.956,37.8
{24746 88631 95398 7190},{92490},0.022,0.945,36.679
{24746 92490 7190 88631},{95398},0.021,0.977,36.885
{95398},{12305 92490 51657 88631},0.026,0.826,36.923
{51657},{12305 92490 95398 88631},0.026,0.841,37.613
{92490},{12305 51657 95398 88631},0.026,0.849,37.559
{12305},{51657 92490 95398 88631},0.037,0.584,26.134
{88631},{12305 92490 51657 95398},0.025,0.882,36.667
{51657 95398},{12305 92490 88631},0.026,0.857,37.119
{92490 95398},{12305 51657 88631},0.025,0.874,37.84
{12305 95398},{51657 92490 88631},0.026,0.849,37.16
{95398 88631},{12305 92490 51657},0.024,0.909,37.03
{51657 92490},{12305 95398 88631},0.025,0.874,37.445
{51657 12305},{92490 95398 88631},0.025,0.865,37.874
{51657 88631},{12305 92490 95398},0.024,0.918,37.408
{12305 92490},{51657 95398 88631},0.025,0.865,37.085
{92490 88631},{12305 51657 95398},0.024,0.928,37.423
{12305 88631},{51657 92490 95398},0.024,0.909,37.03
{51657 92490 95398},{12305 88631},0.025,0.891,37.03
{51657 12305 95398},{92490 88631},0.025,0.882,37.423
{51657 95398 88631},{12305 92490},0.023,0.938,37.085
{12305 92490 95398},{51657 88631},0.025,0.891,37.408
{92490 95398 88631},{12305 51657},0.023,0.957,37.874
{12305 95398 88631},{51657 92490},0.023,0.938,37.445
{51657 92490 12305},{95398 88631},0.025,0.891,37.03
{51657 92490 88631},{12305 95398},0.023,0.957,37.16
{51657 12305 88631},{92490 95398},0.023,0.947,37.84
{12305 92490 88631},{51657 95398},0.023,0.947,37.119
{51657 92490 12305 95398},{88631},0.024,0.909,36.667
{51657 92490 95398 88631},{12305},0.022,0.978,26.134
{51657 12305 95398 88631},{92490},0.023,0.968,37.559
{12305 92490 95398 88631},{51657},0.022,0.978,37.613
{51657 92490 12305 88631},{95398},0.022,0.978,36.923
{51657},{12305 24746 92490 88631},0.026,0.822,37.594
{92490},{12305 24746 51657 88631},0.026,0.83,37.532
{24746},{12305 92490 51657 88631},0.025,0.846,37.838
{12305},{51657 24746 92490 88631},0.037,0.571,26.121
{88631},{12305 24746 51657 92490},0.025,0.863,37.361
{51657 92490},{12305 24746 88631},0.025,0.854,37.392
{51657 24746},{12305 92490 88631},0.025,0.871,37.731
{51657 12305},{24746 92490 88631},0.025,0.846,37.838
{51657 88631},{12305 24746 92490},0.024,0.898,38.085
{24746 92490},{12305 51657 88631},0.024,0.889,38.494
{12305 92490},{51657 24746 88631},0.025,0.846,37.033
{92490 88631},{12305 24746 51657},0.024,0.907,38.085
{12305 24746},{51657 92490 88631},0.025,0.871,38.133
{24746 88631},{12305 92490 51657},0.024,0.907,36.953
{12305 88631},{51657 24746 92490},0.024,0.889,37.7
{24746 51657 92490},{12305 88631},0.024,0.907,37.7
{51657 92490 12305},{24746 88631},0.025,0.871,36.953
{51657 92490 88631},{12305 24746},0.023,0.936,38.133
{51657 24746 12305},{92490 88631},0.024,0.898,38.085
{51657 24746 88631},{12305 92490},0.023,0.936,37.033
{51657 12305 88631},{24746 92490},0.023,0.926,38.494
{24746 12305 92490},{51657 88631},0.024,0.907,38.085
{24746 92490 88631},{12305 51657},0.022,0.957,37.838
{12305 92490 88631},{51657 24746},0.023,0.926,37.731
{12305 24746 88631},{51657 92490},0.023,0.936,37.392
{24746 51657 92490 12305},{88631},0.023,0.926,37.361
{24746 51657 92490 88631},{12305},0.022,0.978,26.121
{51657 92490 12305 88631},{24746},0.022,0.957,37.838
{51657 24746 12305 88631},{92490},0.022,0.967,37.532
{24746 12305 92490 88631},{51657},0.022,0.978,37.594
{95398},{12305 24746 51657 88631},0.026,0.817,36.914
{51657},{12305 24746 95398 88631},0.026,0.832,37.195
{24746},{12305 51657 95398 88631},0.025,0.856,37.856
{12305},{51657 24746 95398 88631},0.037,0.578,25.843
{88631},{12305 24746 51657 95398},0.025,0.873,37.392
{51657 95398},{12305 24746 88631},0.026,0.848,37.097
{24746 95398},{12305 51657 88631},0.025,0.873,37.786
{12305 95398},{51657 24746 88631},0.026,0.84,36.747
{95398 88631},{12305 24746 51657},0.024,0.899,37.739
{51657 24746},{12305 95398 88631},0.025,0.881,37.763
{51657 12305},{24746 95398 88631},0.025,0.856,37.059
{51657 88631},{12305 24746 95398},0.024,0.908,37.739
{12305 24746},{51657 95398 88631},0.025,0.881,37.763
{24746 88631},{12305 51657 95398},0.024,0.918,37.007
{12305 88631},{51657 24746 95398},0.024,0.899,37.358
{51657 24746 95398},{12305 88631},0.024,0.899,37.358
{51657 12305 95398},{24746 88631},0.025,0.873,37.007
{51657 95398 88631},{12305 24746},0.023,0.927,37.763
{12305 24746 95398},{51657 88631},0.024,0.899,37.739
{24746 95398 88631},{12305 51657},0.023,0.937,37.059
{12305 95398 88631},{51657 24746},0.023,0.927,37.763
{51657 24746 12305},{95398 88631},0.024,0.908,37.739
{51657 24746 88631},{12305 95398},0.023,0.947,36.747
{51657 12305 88631},{24746 95398},0.023,0.937,37.786
{12305 24746 88631},{51657 95398},0.023,0.947,37.097
{51657 24746 12305 95398},{88631},0.023,0.927,37.392
{51657 24746 95398 88631},{12305},0.022,0.967,25.843
{51657 12305 95398 88631},{24746},0.023,0.957,37.856
{12305 24746 95398 88631},{51657},0.022,0.967,37.195
{51657 24746 12305 88631},{95398},0.022,0.978,36.914
{95398},{12305 24746 51657 92490},0.026,0.853,36.949
{51657},{12305 24746 92490 95398},0.026,0.869,37.639
{92490},{12305 24746 51657 95398},0.026,0.877,37.598
{24746},{12305 92490 51657 95398},0.025,0.894,37.16
{12305},{51657 24746 92490 95398},0.037,0.604,26.152
{51657 95398},{12305 24746 92490},0.026,0.886,37.565
{92490 95398},{12305 24746 51657},0.025,0.903,37.904
{24746 95398},{12305 92490 51657},0.025,0.912,37.139
{12305 95398},{51657 24746 92490},0.026,0.877,37.211
{51657 92490},{12305 24746 95398},0.025,0.903,37.521
{51657 24746},{12305 92490 95398},0.025,0.921,37.506
{51657 12305},{24746 92490 95398},0.025,0.894,37.926
{24746 92490},{12305 51657 95398},0.024,0.939,37.889
{12305 92490},{51657 24746 95398},0.025,0.894,37.16
{12305 24746},{51657 92490 95398},0.025,0.921,37.506
{51657 92490 95398},{12305 24746},0.025,0.921,37.506
{51657 24746 95398},{12305 92490},0.024,0.939,37.16
{51657 12305 95398},{24746 92490},0.025,0.912,37.889
{24746 92490 95398},{12305 51657},0.024,0.959,37.926
{12305 92490 95398},{51657 24746},0.025,0.921,37.506
{12305 24746 95398},{51657 92490},0.024,0.939,37.521
{24746 51657 92490},{12305 95398},0.024,0.959,37.211
{51657 92490 12305},{24746 95398},0.025,0.921,37.139
{51657 24746 12305},{92490 95398},0.024,0.949,37.904
{24746 12305 92490},{51657 95398},0.024,0.959,37.565
{24746 51657 92490 95398},{12305},0.023,0.979,26.152
{51657 92490 12305 95398},{24746},0.024,0.939,37.16
{51657 24746 12305 95398},{92490},0.023,0.969,37.598
{24746 12305 92490 95398},{51657},0.023,0.979,37.639
{24746 51657 92490 12305},{95398},0.023,0.979,36.949
{95398},{12305 24746 92490 88631},0.026,0.807,36.904
{92490},{12305 24746 95398 88631},0.026,0.83,37.124
{24746},{12305 92490 95398 88631},0.025,0.846,37.838
{12305},{24746 92490 95398 88631},0.037,0.571,26.121
{88631},{12305 24746 92490 95398},0.025,0.863,37.361
{92490 95398},{12305 24746 88631},0.025,0.854,37.392
{24746 95398},{12305 92490 88631},0.025,0.863,37.361
{12305 95398},{24746 92490 88631},0.026,0.83,37.124
{95398 88631},{12305 24746 92490},0.024,0.889,37.7
{24746 92490},{12305 95398 88631},0.024,0.889,38.093
{12305 92490},{24746 95398 88631},0.025,0.846,36.643
{92490 88631},{12305 24746 95398},0.024,0.907,37.7
{12305 24746},{92490 95398 88631},0.025,0.871,38.133
{24746 88631},{12305 92490 95398},0.024,0.907,36.953
{12305 88631},{24746 92490 95398},0.024,0.889,37.7
{24746 92490 95398},{12305 88631},0.024,0.907,37.7
{12305 92490 95398},{24746 88631},0.025,0.871,36.953
{92490 95398 88631},{12305 24746},0.023,0.936,38.133
{12305 24746 95398},{92490 88631},0.024,0.889,37.7
{24746 95398 88631},{12305 92490},0.023,0.926,36.643
{12305 95398 88631},{24746 92490},0.023,0.917,38.093
{24746 12305 92490},{95398 88631},0.024,0.907,37.7
{24746 92490 88631},{12305 95398},0.022,0.957,37.124
{12305 92490 88631},{24746 95398},0.023,0.926,37.361
{12305 24746 88631},{92490 95398},0.023,0.936,37.392
{24746 12305 92490 95398},{88631},0.023,0.926,37.361
{24746 92490 95398 88631},{12305},0.022,0.978,26.121
{12305 92490 95398 88631},{24746},0.022,0.957,37.838
{12305 24746 95398 88631},{92490},0.022,0.957,37.124
{24746 12305 92490 88631},{95398},0.022,0.978,36.904
{95398},{51657 24746 92490 88631},0.026,0.807,36.904
{51657},{24746 92490 95398 88631},0.026,0.822,37.594
{92490},{51657 24746 95398 88631},0.026,0.83,37.124
{24746},{51657 92490 95398 88631},0.025,0.846,37.838
{88631},{51657 24746 92490 95398},0.025,0.863,37.361
{51657 95398},{24746 92490 88631},0.026,0.838,37.477
{92490 95398},{51657 24746 88631},0.025,0.854,37.392
{24746 95398},{51657 92490 88631},0.025,0.863,37.759
{95398 88631},{51657 24746 92490},0.024,0.889,37.7
{51657 92490},{24746 95398 88631},0.025,0.854,36.999
{51657 24746},{92490 95398 88631},0.025,0.871,38.133
{51657 88631},{24746 92490 95398},0.024,0.898,38.085
{24746 92490},{51657 95398 88631},0.024,0.889,38.093
{92490 88631},{51657 24746 95398},0.024,0.907,37.7
{24746 88631},{51657 92490 95398},0.024,0.907,36.953
{51657 92490 95398},{24746 88631},0.025,0.871,36.953
{51657 24746 95398},{92490 88631},0.024,0.889,37.7
{51657 95398 88631},{24746 92490},0.023,0.917,38.093
{24746 92490 95398},{51657 88631},0.024,0.907,38.085
{92490 95398 88631},{51657 24746},0.023,0.936,38.133
{24746 95398 88631},{51657 92490},0.023,0.926,36.999
{24746 51657 92490},{95398 88631},0.024,0.907,37.7
{51657 92490 88631},{24746 95398},0.023,0.936,37.759
{51657 24746 88631},{92490 95398},0.023,0.936,37.392
{24746 92490 88631},{51657 95398},0.022,0.957,37.477
{24746 51657 92490 95398},{88631},0.023,0.926,37.361
{51657 92490 95398 88631},{24746},0.022,0.957,37.838
{51657 24746 95398 88631},{92490},0.022,0.957,37.124
{24746 92490 95398 88631},{51657},0.022,0.978,37.594
{24746 51657 92490 88631},{95398},0.022,0.978,36.904
{95398},{12305 7190 88631 51657 92490},0.026,0.789,36.885
{51657},{12305 95398 88631 7190 92490},0.026,0.804,37.575
{92490},{12305 95398 88631 7190 51657},0.026,0.811,37.503
{12305},{95398 88631 7190 51657 92490},0.037,0.558,26.107
{7190},{12305 95398 88631 51657 92490},0.026,0.819,37.44
{88631},{12305 95398 7190 51657 92490},0.025,0.843,37.297
{51657 95398},{12305 92490 7190 88631},0.026,0.819,37.028
{92490 95398},{12305 51657 7190 88631},0.025,0.835,37.747
{12305 95398},{51657 92490 7190 88631},0.026,0.811,37.086
{95398 7190},{12305 92490 51657 88631},0.025,0.843,37.703
{95398 88631},{12305 92490 51657 7190},0.024,0.869,37.619
{51657 92490},{12305 7190 95398 88631},0.025,0.835,37.337
{51657 12305},{92490 7190 95398 88631},0.025,0.827,37.8
{51657 7190},{12305 92490 95398 88631},0.025,0.851,38.076
{51657 88631},{12305 92490 95398 7190},0.024,0.878,38.003
{12305 92490},{51657 7190 95398 88631},0.025,0.827,36.978
{92490 7190},{12305 51657 95398 88631},0.024,0.86,38.043
{92490 88631},{12305 51657 95398 7190},0.024,0.887,37.994
{12305 7190},{51657 92490 95398 88631},0.025,0.843,37.703
{12305 88631},{51657 92490 95398 7190},0.024,0.869,37.619
{7190 88631},{12305 92490 51657 95398},0.024,0.878,36.467
{51657 92490 95398},{12305 7190 88631},0.025,0.851,36.874
{51657 12305 95398},{92490 7190 88631},0.025,0.843,37.297
{51657 95398 7190},{12305 92490 88631},0.024,0.869,37.619
{51657 95398 88631},{12305 92490 7190},0.023,0.896,37.607
{12305 92490 95398},{51657 7190 88631},0.025,0.851,37.266
{92490 95398 7190},{12305 51657 88631},0.024,0.887,38.394
{92490 95398 88631},{12305 51657 7190},0.023,0.915,38.407
{12305 95398 7190},{51657 92490 88631},0.024,0.869,38.019
{12305 95398 88631},{51657 92490 7190},0.023,0.896,37.994
{88631 95398 7190},{12305 92490 51657},0.023,0.905,36.874
{51657 92490 12305},{7190 95398 88631},0.025,0.851,36.874
{51657 92490 7190},{12305 95398 88631},0.024,0.887,37.994
{51657 92490 88631},{12305 95398 7190},0.023,0.915,38.019
{51657 12305 7190},{92490 95398 88631},0.024,0.878,38.407
{51657 12305 88631},{92490 95398 7190},0.023,0.905,38.394
{51657 7190 88631},{12305 92490 95398},0.023,0.915,37.266
{12305 92490 7190},{51657 95398 88631},0.024,0.878,37.607
{12305 92490 88631},{51657 95398 7190},0.023,0.905,37.619
{92490 7190 88631},{12305 51657 95398},0.023,0.925,37.297
{12305 7190 88631},{51657 92490 95398},0.023,0.905,36.874
{51657 92490 12305 95398},{7190 88631},0.024,0.869,36.467
{51657 92490 95398 7190},{12305 88631},0.023,0.905,37.619
{51657 92490 95398 88631},{12305 7190},0.022,0.935,37.703
{51657 12305 95398 7190},{92490 88631},0.023,0.896,37.994
{51657 12305 95398 88631},{92490 7190},0.023,0.925,38.043
{51657 88631 95398 7190},{12305 92490},0.022,0.935,36.978
{12305 92490 95398 7190},{51657 88631},0.023,0.905,38.003
{12305 92490 95398 88631},{51657 7190},0.022,0.935,38.076
{92490 88631 95398 7190},{12305 51657},0.022,0.956,37.8
{12305 88631 95398 7190},{51657 92490},0.022,0.935,37.337
{51657 92490 12305 7190},{95398 88631},0.023,0.905,37.619
{51657 92490 12305 88631},{95398 7190},0.022,0.935,37.703
{51657 92490 7190 88631},{12305 95398},0.022,0.956,37.086
{51657 88631 12305 7190},{92490 95398},0.022,0.945,37.747
{12305 92490 7190 88631},{51657 95398},0.022,0.945,37.028
{95398 51657 92490 12305 7190},{88631},0.023,0.925,37.297
{95398 51657 92490 12305 88631},{7190},0.022,0.956,37.44
{95398 51657 92490 7190 88631},{12305},0.021,0.977,26.107
{95398 51657 12305 7190 88631},{92490},0.022,0.966,37.503
{95398 92490 12305 7190 88631},{51657},0.021,0.977,37.575
{51657 92490 12305 7190 88631},{95398},0.021,0.977,36.885
{51657},{12305 7190 88631 24746 92490},0.026,0.785,37.554
{92490},{12305 7190 88631 51657 24746},0.026,0.792,37.473
{24746},{12305 7190 88631 51657 92490},0.025,0.808,37.76
{12305},{7190 88631 51657 24746 92490},0.037,0.545,26.093
{7190},{12305 88631 51657 24746 92490},0.026,0.8,37.4
{88631},{12305 7190 51657 24746 92490},0.025,0.824,38.067
{51657 92490},{12305 24746 7190 88631},0.025,0.816,37.279
