,id,q
864,2643,"""I don't believe in God,"" he said. ""I believe there has to"
865,4164,"""I am a total creationist,"" he said. ""I have believed that God"
866,8604,"""No you can't,"" he said. ""Yes you can it is called belonging"
867,3093,"1. ""I am unaware of Berlinski 's ID theory of which you"
868,6520,Bertvan : Perhaps Dr. Pigluicci doesnÂ ’ t see
869,5650,"""It's not worth it,"" he said. ""Besides , who wants to go"
870,4481,"""It's not that difficult,"" he said. ""Besides , you could just as"
871,4474,"""Genes are not determinants of morphology,"" he said. ""Besides that ,"
872,4111,"1. ""While Wong [ 9 ] highlighted the precursor-product relationships between amino acids"
873,5226,"""He is not a journalist,"" he said. ""His bias shows in his writing"
874,6043,"1. ""Nowhere in the Bible is abortion specifically prohibited but the foundation of Christian"
875,6352,"""Christians are so passionate about spreading their message,"" he said. ""The Bible"
876,557,"""I'm not convinced,"" he wrote. ""Finally , I wonder why the bible"
877,4923,"""The bible is nothing more than a book of morals,"" he said. ""The"
878,8398,"""The big bang is a myth,"" he said. ""If someone says the big"
879,1782,"""I have already proved the Big Bang to be a big dud , so we"
880,9317,"""The answer is simple,"" he said. ""Simple . The big government people will"
881,4506,"3. ""South Dakota 's governor has signed the bill prohibiting doctors from performing abortions"
882,7607,"""The problem was not that you wanted to argue your case based on a simple scientific"
883,2564,"Quote : Originally Posted by Joel_Henderson Biologically speaking , the fetus is"
884,2499,"5. ""WW , while that link is encouraging , do you think biology is actually"
885,4564,"4. ""Biology IS evolution ."""
886,2243,"2. ""IM2L844 : The Biotic Message Theory suggest the tele"
887,103,"""I don't think so,"" he said. ""Do n't quote yourself ."
888,965,"""It 's time to yank their tax-exempt status from them,"" he"
889,7084,"""He has nothing else to say,"" he writes. ""He has no reason to"
890,960,"""There is no such thing as a choice in a blood relationship,"" he said."
891,6222,"Bosnia : People there occasionaly owned guns , but what could a few fam"
892,6639,"""This is a joke,"" he wrote. ""Still dumb to compare the two ."
893,7882,"1. ""Both Presidents were shot in the back of the head , on the Friday"
894,3822,"1. ""Lets say that at some point in the near future a world was"
895,19,"2. ""i love these kinds of arguments ! both sides are in denial and see"
896,6168,"""It's a gun and a knife,"" he said. ""Scarily , both"
897,2561,"1. ""Both Presidents were shot in the back of the head , on the Friday"
898,8917,"""What 's your point ? Of course they will be bound by Heller just as"
899,4190,"4. ""If information came into being by chance , how can we know that anything"
900,116,"""I am a mammal,"" she said. ""Do you know what is breast feeding"
901,6170,"""I'm so confused. ""Why did you just bring back a four year old"
902,5870,"2. ""people keep saying thats the law in texas , so Im saying that"
903,328,"""If she's in the First World , Bush has cut off funding for access to"
904,2586,"""In Canada , the father must be identified on the medical records ( to the best"
905,4755,"""Are the people most likely to start `` legitimate `` business selling these drugs the people"
906,845,"""I don't know what you're talking about. ""Whacky , But ,"
907,1412,"""But itÂ ’ s not just tadpoles ........"""
908,104,"1. ""Hi , i 'm doing an research experiment for my isu project"
909,4502,"""I thought I would respond to the question,"" he said. ""There ` s"
910,5353,"1. ""Sorry I missed your thread on that . It sounds like you are mainly"
911,9165,"4. ""There is only one way , and we know this not because I say"
912,672,But Governor Palin does n't think so : http : //www.dailykos.
913,6561,"""I don't agree,"" he said. ""But he does have a point .."
914,391,"""He said the NRA is prepared to work with Republicans. ""But he said the"
915,966,"""It's a disgrace,"" she said. ""Gary Ridgway could be more"
916,6519,"""You can preach pretty religious philosophy all day long but I ai n't buying"
917,5873,". ""You may be , but I am shredding your rambling nonsense screed"
918,4894,"""I don`t really understand what the constitution has to do with it ,"" he"
919,3346,"""To apathy : Call me crazy , but I still do n't see any"
920,9689,"1. ""I admit that I do n't know the exact scientific definition of a"
921,6042,"Quote : Originally Posted by God If men fight , and hurt a woman with child ,"
922,6439,"""We are open to the idea,"" he said. ""but if it can not"
923,9743,"""It's possible that dinosaurs can fly,"" he said. ""But in order for"
924,5763,"""There is a lot of evidence for the sun,"" he said. ""They often"
925,4992,"""Natural selection is a natural process of selection,"" he said. ""In a given"
926,71,"1. ""Hobbes specifically said that this is not the case . Cooperation exists"
927,2242,"""Mutations can create new body parts,"" he said. ""But mutations do n"
928,9228,"""I understand that this is a political issue,"" he said. ""But my question"
929,7877,". ""prschuster ] Walking-fish : But now I 'm thinking out"
930,6010,"""I believe in evolution,"" he said. ""But on the other hand I do"
931,7816,"10. ""I wo n't throw my ideas on abortion out there just yet ,"
932,4291,"1. ""... Many of Carl BaughÂ ’ s creation Â ‘"
933,1624,trebor : Bertvan : You may call RM & amp ; NS a strawman
934,4180,"""Hi - May be good for the 2 children , your husband is helping you to"
935,9166,"""Yes,"" he said. ""But the civil war was n't fought for slavery"
936,7353,"3. ""Evolutionists ' Biological Fairytale This time last year I was lost"
937,6518,"4. ""So , one set of creationists are XXXXXX , but the"
938,8827,"""No. ""No . But the resultant unwanted children would be an equally distressing"
939,474,"""I don't believe it,"" he said. ""Do n't believe me then"
940,3564,"1. ""This Pauline gospel of a dying and rising savior bore unmistakable similarity"
941,6643,"""I don't know,"" he said. ""But they ca n't be true"
942,4737,"""I agree with you,"" he said. ""But to take the Apostle 's"
943,7280,"1. ""You folks ca n't box with God , your arms ai n"
944,1780,"""Okay,"" she said. ""Well .... okay . But what 's so funny"
945,9852,"""A man marries his first cousin,"" he said. ""But what happens if"
946,6399,"6. ""Hey Dane , you 're real good at calling people ignorant , sanct"
947,4290,"""You are ok with a woman having an abortion,"" she wrote. ""But you"
948,9169,"""You can prove a positive,"" he said. ""But you can not prove a"
949,4211,"""Yes,"" he said. ""But your new language would be meaningless . [ cut"
950,7436,"4. ""You 've seen the ads , `` Buy BRAND X Fat Controller"
951,4475,"""Oh ok,"" she said. ""Oh ok. By that definition , your god"
952,844,"1. ""Here , you claim `` objects without similar characteristics `` , and then you"
953,1414,"""It's time for a change. ""Judging by the groupthink displayed thus"
954,5804,"1. ""Said repeal would have to be signed by the President , right ? I"
955,762,"3. ""Third , do you believe the fetus is a human ? Why ? Let"
956,9742,By the time the police arrived the unarmed homeowner had strangled the armed burglar .
957,6792,"""Yes,"" he said. ""By which divine entity ?"""
958,4208,"1. ""While I agree with the law , I do n't agree with your"
959,1697,"""We don't know for sure,"" he said. ""How do we know anything"
960,3352,"""I'm not a mathematician,"" he said. ""I ca n't claim original"
961,5722,"""I don't think it's necessary,"" he said. ""I personally ca n"
962,114,"2. ""Demon : Typical creationist big mouth , ca n't keep the facts"
963,5901,"""It's a shame,"" he said. ""Peddler now ca n't"
964,8822,"""I don't know,"" he said. ""Really . Some people would think I"
965,6430,"5. ""Call me crazy ,"""
966,9472,"3. ""# 3 - Can anyone explain to me why no other apes , monkeys or"
967,9442,"""I have a question,"" she wrote. ""I have not seen this posted ,"
968,6449,"1. ""# 1 - How are we now able to observe evolution , when the evolution"
969,4738,"""It's a shame,"" he said. ""Umpteen scientific disciplines can be"
970,2278,"""I love it,"" she said. ""Yanking fundy chains can be so"
971,6960,"""Oh, so you really have n't lost the right to keep and bear arms"
972,9292,"4. ""The thing is , though , that if marriage is privatized people can"
973,6271,"1. ""Can individuals adapt ? Of course : I can duck when I enter a"
974,9850,"1. ""=paulie ] its difficult to merge life in its purest"
975,8003,"""It's like a telescope,"" he said. ""If a telescope can see a"
976,6182,"1. "".... SEIU Service Employees Union International . In other words , all of"
977,9021,"""Can someone fill me in here ? How can antiabortionists be suggesting something so"
978,2896,Originally posted by oldskool79 Can someone tell me when God ever said that you
979,1421,"4. ""Can we rename this thread : `` Another weekly snapshot of the back of"
980,6175,"1. ""Hello everyone , I am a high school student seeking help . Me and"
981,7916,"4. ""Can you prove Neanderthal Man was a human descendant ? because DNA tests"
982,2233,"4. ""Can you really see that Grizzly ? It would literally cause a revolution"
983,259,"""No,"" he said. ""How can you tell the difference ?"""
984,2047,"""It's like a war zone,"" he said. ""Everything basically . You '"
985,8918,"""It's sad,"" he said. ""How many people would be capable of doing"
986,1700,". ""would somebody care to explain this to me so i can go about my life"
987,2981,"""I don't know about you, but I'm a gun owner. ""Care"
988,5839,"1. ""I reckon that evolution is still just a theory for a valid reason ."
989,9473,"Report : Kennedy barred from communion by bishop Nov. 22 , 2009 PROVIDENCE ,"
990,3716,"Scott , You missed Monty 's point . Catholics ARE Christians . I 've"
991,5545,"1. ""Yes but Paul said sin makes people love bad and seek evil . People"
992,4183,"""Yeah .. caught that ... But , hey .. I think you made a mistake ."""
993,2589,"""I don't think CCWs are required,"" he said. ""That 's"
994,7098,"""What would you predict would happen to the cell if its genes were removed ?"""
995,9647,"""I've been to the MCC and the lutheran church in dallas"
996,8064,"1. ""Certainly most people accept 'evolution ' per se . The OP stats"
997,2230,"""We don't know the answer,"" he said. ""Certainly science has provided part"
998,354,"""We don't know the answer,"" he said. ""Certainly science has provided part"
999,3539,"5. ""Nice emotional argument , but unfortunately , lacking in fact . The chances of"
1000,7310,"""The question is simple,"" he said. ""How do you explain the change of"
1001,2203,"1. ""This is not intended to be a creation evolution debate and I hope folks"
1002,5609,"""It's very difficult to explain that,"" he said. ""No gun activist has"
1003,3258,"""If you think IÂ ’ m nuts , then check this site outÂ"
1004,9821,"""I'm confused,"" she wrote. ""Does it matter if a Cheetah"
1005,8008,"""Imagine being one of those guys in the Alien movies and you 've got a"
1006,2837,"5. ""Chester- Either answer the question as presented to you , or butt"
1007,6226,"5. ""If the Chicago handgun ban were truly discriminatory"""
1008,6672,"""It's a shame,"" she said. ""I live in a place where local"
1009,5872,"""Chimpanzees are different from humans,"" he said. ""That is the"
1010,4422,"""There is no choice,"" he said. ""The only choice is whether to kill"
1011,2282,"""It's so hypocritical,"" he said. ""Some people claim to be Christian ,"
1012,1019,"""I think that's a mistake,"" he said. ""I do n't think"
1013,7464,"""What?"" he said. ""Well here is a christian who supports abortion ."""
1014,3164,"""I am not sure Marc will show up here much,"" he wrote. ""I"
1015,4866,"1. ""My point in starting the thread is not merely that Christians fall short of"
1016,3349,"4. ""simple .... many Christians have been deceived"""
1017,7670,"1. ""Look , IÂ ’ m a Christian , and us Christians ,"
1018,5843,"""I was trying to make a point,"" he said. ""I know many christ"
1019,6172,"""It's not about religion,"" he said. ""If church & amp ; state"
1020,6035,"""This is not about religion,"" he said. ""It simply suggests that our church"
1021,7979,"""Science is not religion,"" he said. ""Science defines what is valid and what"
1022,9507,"""Citizens have the right to privacy,"" he said. ""Citizens are also"
1023,8060,"4. ""Private citizens carrying out background checks on private citizens is a bad idea ."
1024,1856,"2. ""lol .... With regard to slavery , the Civil War was fought to establish"
1025,7989,"1. ""Yes , you are right - the Civil War was fought to keep the"
1026,2247,"""I am not a scientist,"" he said. ""I do not claim to know"
1027,8511,"""You talk about the Fourteenth Amendment and again claim that gun control is racist,"""
1028,1455,"1. ""Ironic , since your `` Out of China `` post was basically the"
1029,1158,"""This is ridiculous,"" he said. ""If VPC claims the total is 151"
1030,6012,"""This is ridiculous,"" he said. ""How can the Bible be used as a"
1031,4482,"5. ""i have given you a clear exampe"""
1032,6090,"4forums. ""It is very clear to me what is to be done with non"
1033,2051,"""This is ridiculous. ""The gun haters clearly like the 1st amend ."""
1034,9020,". ""you write a post that admirably reveals the cognitive dissonance you experience"
1035,4476,"""This is n't evidence , this is an opinion piece made by someone with an"
1036,8058,"""Don't worry,"" he said. ""Come back when you learn the difference between"
1037,5806,"""It's a joke,"" he said. ""Come on , now . You '"
1038,9741,"""This is not a joke,"" he said. ""The justification comes from this being"
1039,671,"""Interesting,"" he said. ""Interesting coming from someone who just argued his"
1040,3256,Crocodiles and humans live side-by-side in African village - Telegraph
1041,6691,". ""Wonderful News . Nice to see that at least some of the states here"
1042,3541,"""I'm not stupid,"" he said. ""I have common sense and I use"
1043,2584,"4. ""Paley insisted that a watch on a desert island is a sure sign"
1044,8326,"4. ""Communism meaning the government russia had from the 1940s to 1990"
1045,8759,"""The Soviet Union is a failed ideology,"" he said. ""Fortunately , the Bolshevik"
1046,8327,"""That's very interesting,"" he said. ""Thats a very compact piece of"
1047,6302,"4. ""What is a compangian ? The silly Jews I know say your"
1048,6428,"1. ""ItÂ´s funny , there are gun-restrictions in"
1049,961,"""This is a joke,"" he said. ""Nine months of discomfort is nothing compared"
1050,5549,"""There's no competition,"" he said. ""There is no fierce competition within the"
1051,6127,"""It is interesting to note that the same thing was at the root of it all"
1052,6129,"""Life is short,"" he said. ""It is much more important that you concern"
1053,338,"""I believe in God,"" she said. ""I 'm really curious to see"
1054,8506,"""I think it's a good idea,"" he said. ""Cone brought up"
1055,3617,"1. ""Congrats , may your marriage continue to be a happy one . If"
1056,6063,"""I understand that the legislature is ready to pass legislation approving civil unions for same-"
1057,8107,"""I think that you are rather an evil person , trying to create guilt where no"
1058,2950,"Â ” Unbelievers include all those who consider themselves cynics , skeptics ,"
1059,7584,"1. ""IM2L844L : That said , consider this , your"
1060,7588,"1. ""supersport- Maybe I 've missed it , but have you"
1061,9462,". ""Ill consult some of my friends to help me on these issues if you dont"
1062,4715,"1. ""So contemporary arguments for intelligent design in both biology and the physical sciences are"
1063,2400,Mr. Jack I contend that religion is based on faith . Since it is impossible to
1064,8736,"1. ""No you face it . Science has managed to show that life and non"
1065,9498,"""He knows what will happen,"" he said. ""That 's contradictory . If"
1066,7975,"1. ""Firstly , the core word is 'might ' . Thus it is not"
1067,7079,"""Let 's see who 's going to be consistent about their beliefs,"" he"
1068,3171,"""I think it was a terrible decision,"" she wrote. ""Correct decision ? I"
1069,3621,"5. ""* correct me if I wrote the scientific method wrong *"""
1070,15,"1. ""Correctly viewed , evolution is not a series of unlikely events , but"
1071,3878,"""This is a huge step forward,"" he said. ""Not to get off the"
1072,6065,"""I don't understand why the pro-life community is so opposed to this legislation"
1073,1512,"""I didn't mean to offend anyone,"" she said. ""My point was that"
1074,5454,"""I don't think so,"" he said. ""Well , parts break and it"
1075,6027,"""Yes,"" he said. ""Could you rephrase that in English ?"""
1076,2515,"""The primary cilium is like a GPS system with a coupled autopilot that"
1077,5550,"""I don't really care what Mr. Rakove has to say , his opinion"
1078,6334,"""I don't think health care is the government 's responsibility either . Rather ,"
1079,8157,"""This is a historic moment,"" he said. ""The French government has solved the"
1080,6087,"""We don't have anything today with DNA ?"" she said. ""Does creating"
1081,667,"""This is ridiculous,"" he said. ""What does this have to do with creation"
1082,4758,"4. ""There is nothing inherently irrational about the theory of evolution being used to explain"
1083,1410,"""It's over,"" he said. ""Creation has been disproven ."""
1084,7279,"""The Bible is not the Bible,"" he said. ""If anything it should be"
1085,6024,"""It's a very popular theory,"" he said. ""Which automatically places it a"
1086,4792,"""I dont know what to think,"" she said. ""I still havent really"
1087,6178,"""Creationism is a religion,"" he wrote. ""Im guessing its a science"
1088,4138,"""Well , ID is actually identical to 'scientific creationism ' , but spru"
1089,5351,"""This is very interesting,"" he said. ""If Literal Creationism is indeed"
1090,2273,"""The evolutionist hold that certain absolutes exist regarding Creation , such as a"
1091,4561,"""I'm not surprised that you would claim otherwise,"" he said. ""The creation"
1092,7167,"1. ""yes , I know it 's a joke thread . Creationists are"
1093,67,"""It's very interesting,"" he said. ""Creationists are very open about"
1094,5709,"5. ""The creationists fight back with their own museums"""
1095,1407,"""This is not surprising. ""Generally creationists follow an ideology which forbids questioning of"
1096,8608,"3. ""c ) Why do these creatures have the right to live at the time"
1097,5651,"3. ""Question : What scientific criteria was employed to determine how long ago the C"
1098,7440,"1. ""science carries along with it an invisible affirmation of uncertainty . Crick can"
1099,3407,"10. ""the cricket in the pliers feels pain ... When you start to squeeze"
1100,2498,"1. ""I think this might be the wrong thread for this discussion . Something like"
1101,8823,"5. ""Violent crime rate . 1989 = 666.9 1999 = 523"
1102,5434,"""The market will never go away ,"" he said. ""Private ownership of guns may"
1103,6837,"""I don't have a problem with religion,"" he said. ""What i think"
1104,3805,"""I don't think it's a race war,"" he said. ""I think"
1105,2281,"Curtis Sliwa: 'I believe I have a guardian angel'"""
1106,6794,Originally posted by Broker If you cut the gun supply and make it harder to get
1107,6301,Etel : Â… it fails to show that reproduction is a requirement in order
1108,8355,"""Darwinism has been used to justify radical changes in moral norms in areas such"
1109,9407,"""I am not amazed at the fallout caused by President Bush 's comments about Intelligent"
1110,2556,"""Darwinists are the authors of deceit and have pulled a masterful bait-"
1111,118,"""I would be careful to explain all her options as free from bias as possible ,"
1112,4995,"""This is not a reasoned debate,"" he said. ""I suspect that this will"
1113,3979,"""It's a very important case,"" he said. ""It deals with the death"
1114,1176,Research Shows Gay Marriage Reduces VD An associate professor in the Department of Economics at
1115,339,"""This is a very exciting development,"" said Dr. Srivastava. """
1116,7655,"1. ""Defense of Marriage Act , or DOMA , is the short title of"
1117,8109,"""Let's start with the definition of evolution,"" he said. ""First of all"
1118,758,"5. ""Define intelligence ."""
1119,9404,"""I'm not a hero,"" he said. ""You know what the definition of"
1120,3711,"""You're right,"" he said. ""Your definition is that those creatures with survival"
1121,8132,"1. ""Just as one defines : infinite : not infinite vs finite Just as one"
1122,9692,"1. ""Speaking of dellusion , I 'm surprised some YEC did"
1123,1451,"""There is no such thing as a communist government,"" he said. ""Democracy"
1124,6452,"1. ""Hey Sarge , that looks like something I saw yesterday . New anti"
1125,962,"5. ""Oh , derrrr !"""
1126,761,"""We are abstract beings,"" he said. ""We take reality and describe it in"
1127,3607,"3. ""Thank-Gawd the court saw the wisdom in striking this law"
1128,734,"""I am not against abortion,"" she said. ""Personally I believe that the developing"
1129,4273,"1. ""[ Wikipedia : ] Spencer developed an all-embracing conception of evolution"
1130,3941,"""Huh ? ? Did I create a god ? When ?"" ""Huh ??"""
1131,2069,"""Wait a minute,"" she said. ""What ? Did I miss something ? What"
1132,52,"""I am heterosexual,"" she wrote. ""I did n't have to CHOOSE"
1133,7063,"""You mean what you got was an eye opening shocker into the world of leftist"
1134,5503,"5. ""I did not know that . Facinating !"""
1135,4044,"""This is what has caused such events as the Columbine Highschool shootings . The"
1136,3341,"""Did you read Genesis?"" he asked. ""Nope not at all . Did"
1137,7148,"5. ""Did you expect a creationist to understand the definition of Honesty ?"
1138,7057,"""It's very interesting,"" he said. ""Did you know prior to humans it"
1139,3714,"""Amazing,"" she said. ""Makes quite a difference . Still a third tr"
1140,3809,"5. ""What 's the difference between humans and chimps ?"""
1141,3769,"""This is a very important issue,"" he said. ""The fact that much of"
1142,1698,"""I never said that it would `` impose `` on me or `` diminish `` my"
1143,3618,"""The dino would be to heavy to glide or fly with them if they were"
1144,4030,"1. ""I have read the opinions and conclusions reached in several internet entries and I"
1145,5720,"""There is no evidence for this,"" he said. ""Direct evidence for ID/"
1146,1619,"4. ""Evolutionists have been searching for any direct evidence of the theory of"
1147,9720,"""The National Science Museum is not a science museum,"" he wrote. ""The woman"
1148,556,"""Pregnancy is not easy,"" she wrote. ""I do n't understand why"
1149,6881,"""You are dismissed,"" he said. ""you are dismissed ."""
1150,3690,"""No,"" he said. ""This would disprove your atheism ."""
1151,4608,http : //www.reuters.com/printerFriend ... toryID
1152,2495,"""I don't think so,"" he said. ""That distinction may be irrelevant since"
1153,7815,"""I don't know who planned parenthood is . That does n't necessarily make"
1154,6133,"""I don't know,"" she said. ""Go do a Google search and find"
1155,3405,"""Yeah , and why should any of us have to do anything to be saved ?"
1156,6778,"""I have two questions for you,"" he writes. ""Do me a favor ."
1157,8489,"2. ""Just curious what the Poll results here on this forum will be . 1"
1158,5505,"""I 'm not a troll,"" she said. ""I do n't believe"
1159,3642,"""I don't believe in abortion,"" he said. ""You can believe it all"
1160,4061,"""If only people would do what is right , there would be no abortions and thus"
1161,7914,"""I think it will be a 5-4 decision,"" he said. ""Do"
1162,4070,"""It's like buying a car,"" he said. ""I personally do n't"
1163,6017,"1. ""Oh , I do n't know that she is any nuttier than"
1164,7993,"5. ""Do n't like it when the person you 're arguing against can"
1165,8159,"""I don't know what to say,"" she wrote. ""I do n't"
1166,2977,"1. ""I do n't have the right to make accusations about logical fallacies"
1167,467,". ""no proof of it exists if the earth was millions of years old than there"
1168,3262,"Originally posted by lappster While I appreciate your comments , they are lacking answers ."
1169,9739,"""I don't think it's a debate about where life begins or whether or not"
1170,7945,"""I think it's important,"" he said. ""I do n't think that"
1171,5062,"""It's a very serious crime,"" he said. ""Which is why he was"
1172,9133,"5. ""Ok. You do n't want to do it because you do n"
1173,2787,"4. ""they do n't want to except that there is something/someone more"
1174,21,"""That's a great idea,"" he said. ""That gives me an idea ."
1175,9706,"""Don't worry about me being affected by the leftist media either ,"" he wrote."
1176,3290,"5. ""To bring us back to the topic , I have some questions : In"
1177,4163,"""I am against abortion. ""I do not believe it is right , but the"
1178,9766,"5. ""Just to finish off : Majerus 's research has focused on"
1179,6177,"""I am new to this . It seems that many posters do not take you seriously"
1180,889,"2. ""Do pro abortion people support euthanasia as a reason for abortion ? Meaning"
1181,9650,"""Most people who believe in evolution do so because of science,"" he said. """
1182,3353,". ""do u favor abortion ? Yes . Maybe . No ."""
1183,7783,"""This is ridiculous,"" he said. ""Do we really need to charge someone being"
1184,4655,"""Do you believe that we should resurrect the dead to walk the Earth as zombies "
1185,9475,"""You're a moron,"" he said. ""Where the hell did you get"
1186,5740,"""I would like to know where you stand in this debate , so that a reasonable"
1187,1510,"""Do you have any evidence that would show that law-abiding gun owners are overwhelming"
1188,6219,"""What questions do you have to address these points ?"" he asked. ""What"
1189,3507,"3. ""Do you support laws that warrant the impunity of infanticide women ,"
1190,4869,"1. ""Hello everyone , first off I 'd like to say I 'm"
1191,9437,"""What then do you think of the idea that they stop you taking a gun onto"
1192,45,"1. ""IÂ ’ m against gay marriage and have been happily married for"
1193,2669,"""Savannah has been diagnosed with glaucoma, a rare form of blindness"
1194,7608,"""Okay,"" he said. ""So let me get this straight - you admit that"
1195,8879,Here is the full story from Stars and Stripes . DOD rejects DODEA 's
1196,9136,"""The question remains,"" he said. ""Does any part of the theory of evolution"
1197,9705,"""Please read this article,"" he wrote. ""Does anyone believe that PRIVATE"
1198,2162,"1. ""why do you make such a big issue of this ? if you '"
1199,3817,"""I'm curious,"" she said. ""Does he also accuse the public schools of"
1200,883,". ""no guns , no shootings ! ! Does it get any simpler ?"""
1201,5869,"""I am not sure,"" she wrote. ""Please correct me if I am wrong"
1202,3348,"""What is the process?"" she asked. ""Does it require only council approval or"
1203,9402,"""The quote below which Obvious Child responded to does n't make enough sense to"
1204,2204,"""Perhaps Mach just does n't understand the concept of an 'analogy . '"
1205,5725,"""This is a very important issue,"" he said. ""regardless of whether many"
1206,3820,"""I am not a murderer,"" he said. ""Mere ownership does not give"
1207,6363,"1. ""What about a fat women ? Fat women are not as atractive as"
1208,64,"""I think the NRA is going to be disappointed,"" he said. ""So does"
1209,4214,"""I think you are wrong,"" he said. ""First of all ... you are"
1210,9817,Yo shush yo mouth ! Doncha knows that tha bible is fo believahs
1211,3807,"2. ""I understand it to be a double standard . The mother will have the"
1212,1291,". ""dreaming up imaginary what if situations doesnt prove anything , youve got nothing"
1213,4337,"""We need to do something,"" he said. ""When we drive our cars ,"
1214,9229,"""I don't think so,"" he said. ""I think dropping trou for illicit"
1215,888,Originally posted by dsadevil I am merely asking for an objective standard to determine
1216,3663,"""I don't get it,"" he said. ""Why do you think the dude"
1217,6038,"""House Minority Leader Nancy Pelosi (D-Calif.) said today that the House will"
1218,8356,"""Easily understood when man created his own god ,"" he wrote. ""E"
1219,3851,"""How did a lizard evolve an avian lung ?"" he asks. ""This"
1220,2864,"""Echolocation is superior to vision,"" he said. ""If ech"
1221,8912,"""There is no such thing as a child-employer,"" he said. """
1222,9023,"1. ""Well , next to my keyboard currently is a rather fine bar of Ecuador"
1223,323,"3. ""Very nicely stated in an editorial in today 's New York Times :"
1224,9329,"""I don't think it matters,"" he said. ""Education in that sense has"
1225,342,"""It failed so it proves you and others wrong . Ultimately , the efforts of the"
1226,7162,"""It's not clear which is correct,"" he said. ""Either way , the"
1227,7776,"""The pro-life movement plays as a self-appointed representative towards fetuses,"""
1228,2157,"1. ""electrolyte has a point . If the butterfly had changed into"
1229,2232,"""We the people,"" he said. ""We the elite rights-givers of"
1230,1781,"1. ""Yes , our usage of those terms does differ markedly . You employ what"
1231,3692,"""The enemies of freedom do not argue ; they shout and they shoot ."""
1232,3858,"""Everything is energy,"" he said. ""The energy within everything is it 's"
1233,8184,"""This is ridiculous,"" he said. ""What does this have to do with nations"
1234,1985,"""I am disgusted with the callousness in which so-called `` pro-"
1235,1727,"""This,"" he said. ""is the epitome of arrogance ."""
1236,6686,"Etel : However , a better set of inequalities is as follows : c + e"
1237,1364,"""It's a myth,"" he said. ""The reality is erectus skulls are"
1238,5439,"""There is no magic,"" he said. ""The errors can only be arbitrary and"
1239,1720,"""Very interesting,"" said one commenter. ""Makes George Carlin 's plan"
1240,5710,"""Please provide at least two sources that were written within 200 years after the supposed resurrection"
1241,6272,". "".and that 's because the medical establishment has made it illegal to treat any"
1242,6028,"3. ""Eugenics alive and well : http : //news.yahoo."
1243,6438,"""It's a very powerful weapon,"" he said. ""Even a semiaut"
1244,3939,"""It can't,"" she said. ""Even if it could , why would its"
1245,4171,"""I don't want to make the argument that God created the earth and Adam and"
1246,6834,"""I don't agree with your decision to keep the kid,"" she wrote. """
1247,7990,"4. ""Ok , this makes sense . I do think however , that wanted pregnancies"
1248,3211,"""This is an important question,"" he writes. ""And yet , for most pro"
1249,8111,"""This is not the first time that the US has refused funding to an organisation that"
1250,3756,"""There 's no Zeus,"" he said. ""Have you ever been everywhere at"
1251,3862,"""No,"" he said. ""Have you ever read Darwin ?"""
1252,4419,"""Evolution is a myth,"" he wrote in his book, Evolution. ""Ev"
1253,2951,"""It's a lie. ""The Planned Parenthood Motto is `` EVERY CHILD"
1254,5739,"""This is the standard,"" he said. ""Just about every other location in America"
1255,7281,"""It's a shame,"" she said. ""I live in Utah and every public"
1256,8882,"5. ""I have tons of pics of my `` wedding `` in September and I"
1257,3791,"10. ""Numbers 31:17 17 Now kill all the boys . And kill every"
1258,2948,"1. ""You still have n't showed us where he is a self proclaimed Conservative"
1259,3624,"""Everything happens for a reason,"" he said. ""Everything that happend in the"
1260,4274,"1. ""Well here is an example of guns and lies . I am a law"
1261,1717,"""I don't know what the theory of evolution is and I don 't know"
1262,6016,"5. ""Extinction is easly visable easly tangeable and unden"
1263,6796,"5. ""OK. Evolution claims nothing that is outside the realm of the knowable"
1264,3694,"4. ""4 . One misconception is that Evolution does n't explain how life formed"
1265,8112,"""I accept that the theory of evolution explains the observations both gentically represented and those"
1266,2396,"""It's not evolution,"" he said. ""It would be more accurate to say"
1267,5712,"""I have been thinking recently about what evolution is . I have been reading a lot"
1268,2395,"""I don't get it,"" he said. ""I mean scientist know evolution is"
1269,6139,"""Evolution is a rejection of God,"" he wrote. ""This is why I"
1270,7583,"""Evolution is the study of the origin of life from a completely naturalistic point"
1271,6033,"1. ""Evolution looks to explain itself by the succesive iterations of morph"
1272,3715,"5. ""Evolution surely has a heritable component"""
1273,3789,"""We have been able to trace the evolution of humans through time by examining the fossil"
1274,337,"""We have had 4 billion years of evolution on Earth since the first simple life supposedly"
1275,2070,". ""ur definition of evolution is incorrect ."""
1276,7654,Macro Evolution~ < -- This is one of the most hilarious things that Charles Darwin
1277,4144,"""It's time for evolutionists to admit that dinosaurs are millions of years old,"""
1278,70,"5. ""Simple ... evolutionary science is science and creationism is not ? How does"
1279,1671,"1. ""lol ... you read my whole post only to conclude with `` what '"
1280,6066,"1. ""This is n't exact but here 's the basics I think are"
1281,5831,"""Evolutionists believe that the universe is incredibly complex,"" he said. ""Now"
1282,6514,"1. ""2 . Evolutionists are always making assumptions . They assumed that the tons"
1283,9170,"""I'm not surprised. ""Evolutionists are simply brilliant at deceiving people"
1284,4110,"""There are no real answers to any of your questions ... ( yet ) ..."" said"
1285,2834,". ""my question is .. why have n't evolutionists given up already .."""
1286,4065,"4. ""Evolutionists may talk of actual selection as if it had a mind"
